id_lancamento;data;ano;mes;trimestre;grupo_dre;conta_contabil;natureza;valor;filial_id;filial_nome;regiao;centro_custo_id;centro_custo;produto_id;produto_nome;categoria_produto
L001285;2024-05-19;2024;5;Q2;Despesas Financeiras;Tarifas Bancárias;Despesa;-2649,46;F007;Filial Recife;Nordeste;CC006;Financeiro;;;
L001425;2024-05-19;2024;5;Q2;CMV;Custo Embalagem;Despesa;-10145,28;F009;Filial Manaus;Norte;CC003;Operações;P003;Consultoria Estratégica;Serviços
L002744;2024-05-19;2024;5;Q2;Receita Bruta;Receita de Assinaturas;Receita;50614,53;F004;Filial Curitiba;Sul;CC008;Administrativo;P009;Licença Anual;SaaS
L003924;2024-05-19;2024;5;Q2;Outras Receitas;Venda de Ativo Imobilizado;Receita;28669,59;F003;Filial Belo Horizonte;Sudeste;CC001;Comercial;;;
L004010;2024-05-19;2024;5;Q2;Receita Bruta;Receita de Assinaturas;Receita;83314,78;F008;Filial Brasília;Centro-Oeste;CC007;RH;P001;Software Premium;SaaS
L004152;2024-05-19;2024;5;Q2;Outras Despesas;Provisões e Contingências;Despesa;-7507,92;F008;Filial Brasília;Centro-Oeste;CC005;Tecnologia;;;
L004792;2024-05-19;2024;5;Q2;CSP;Custo Serviços Prestados;Despesa;-12757,49;F003;Filial Belo Horizonte;Sudeste;CC003;Operações;P005;Treinamento Corporativo;Serviços
L000115;2024-05-20;2024;5;Q2;Despesas Administrativas;Honorários Contábeis;Despesa;-6506,0;F005;Filial Porto Alegre;Sul;CC009;Diretoria;;;
L000919;2024-05-20;2024;5;Q2;Despesas Comerciais;Marketing e Publicidade;Despesa;-6284,26;F006;Filial Salvador;Nordeste;CC002;Marketing;;;
L001300;2024-05-20;2024;5;Q2;Despesas Administrativas;Viagens e Hospedagem;Despesa;-2589,4;F006;Filial Salvador;Nordeste;CC007;RH;;;
L001386;2024-05-20;2024;5;Q2;Outras Receitas;Venda de Ativo Imobilizado;Receita;4376,47;F005;Filial Porto Alegre;Sul;CC007;RH;;;
L001533;2024-05-20;2024;5;Q2;Despesas Administrativas;Energia Elétrica;Despesa;-6035,26;F008;Filial Brasília;Centro-Oeste;CC003;Operações;;;
L001658;2024-05-20;2024;5;Q2;Deduções;Devoluções de Vendas;Despesa;-6112,81;F002;Filial Rio de Janeiro;Sudeste;CC007;RH;P003;Consultoria Estratégica;Serviços
L001701;2024-05-20;2024;5;Q2;Despesas Financeiras;IOF;Despesa;-193,62;F005;Filial Porto Alegre;Sul;CC006;Financeiro;;;
L001995;2024-05-20;2024;5;Q2;Despesas Financeiras;Tarifas Bancárias;Despesa;-1314,93;F002;Filial Rio de Janeiro;Sudeste;CC006;Financeiro;;;
L002139;2024-05-20;2024;5;Q2;Despesas Administrativas;Materiais de Escritório;Despesa;-1277,94;F009;Filial Manaus;Norte;CC009;Diretoria;;;
L002327;2024-05-20;2024;5;Q2;Receita Bruta;Receita de Assinaturas;Receita;84710,65;F002;Filial Rio de Janeiro;Sudeste;CC006;Financeiro;P004;Consultoria Técnica;Serviços
L002585;2024-05-20;2024;5;Q2;Despesas Administrativas;Materiais de Escritório;Despesa;-917,4;F009;Filial Manaus;Norte;CC004;Logística;;;
L003102;2024-05-20;2024;5;Q2;CMV;Custo Matéria-Prima;Despesa;-88743,63;F007;Filial Recife;Nordeste;CC003;Operações;P002;Software Standard;SaaS
L003181;2024-05-20;2024;5;Q2;CSP;Custo Serviços Prestados;Despesa;-11321,54;F004;Filial Curitiba;Sul;CC004;Logística;P004;Consultoria Técnica;Serviços
L003782;2024-05-20;2024;5;Q2;Despesas Administrativas;Salários e Encargos;Despesa;-14760,4;F009;Filial Manaus;Norte;CC008;Administrativo;;;
L003874;2024-05-20;2024;5;Q2;Impostos sobre Lucro;CSLL;Despesa;-5266,88;F006;Filial Salvador;Nordeste;CC006;Financeiro;;;
L003988;2024-05-20;2024;5;Q2;Deduções;ISS;Despesa;-8861,76;F009;Filial Manaus;Norte;CC003;Operações;P005;Treinamento Corporativo;Serviços
L004155;2024-05-20;2024;5;Q2;Receitas Financeiras;Rendimentos de Aplicações;Receita;4140,86;F009;Filial Manaus;Norte;CC006;Financeiro;;;
L004788;2024-05-20;2024;5;Q2;Despesas Comerciais;Comissões de Vendas;Despesa;-8727,13;F008;Filial Brasília;Centro-Oeste;CC001;Comercial;;;
L000726;2024-05-21;2024;5;Q2;Despesas Administrativas;Treinamentos;Despesa;-3217,23;F003;Filial Belo Horizonte;Sudeste;CC008;Administrativo;;;
L000840;2024-05-21;2024;5;Q2;Despesas Administrativas;Materiais de Escritório;Despesa;-819,19;F009;Filial Manaus;Norte;CC005;Tecnologia;;;
L000947;2024-05-21;2024;5;Q2;CMV;Frete sobre Compras;Despesa;-8586,2;F003;Filial Belo Horizonte;Sudeste;CC003;Operações;P003;Consultoria Estratégica;Serviços
L001042;2024-05-21;2024;5;Q2;Deduções;ICMS sobre Vendas;Despesa;-30025,23;F007;Filial Recife;Nordeste;CC008;Administrativo;P004;Consultoria Técnica;Serviços
L001482;2024-05-21;2024;5;Q2;Despesas Financeiras;Juros sobre Empréstimos;Despesa;-7397,66;F009;Filial Manaus;Norte;CC006;Financeiro;;;
L001591;2024-05-21;2024;5;Q2;Despesas Administrativas;Software e SaaS;Despesa;-1885,44;F008;Filial Brasília;Centro-Oeste;CC005;Tecnologia;;;
L001609;2024-05-21;2024;5;Q2;Receita Bruta;Receita de Assinaturas;Receita;35271,81;F004;Filial Curitiba;Sul;CC006;Financeiro;P010;Implantação;Serviços
L002183;2024-05-21;2024;5;Q2;Despesas Comerciais;Marketing e Publicidade;Despesa;-9522,17;F004;Filial Curitiba;Sul;CC001;Comercial;;;
L002831;2024-05-21;2024;5;Q2;Despesas Financeiras;Tarifas Bancárias;Despesa;-705,66;F007;Filial Recife;Nordeste;CC006;Financeiro;;;
L003280;2024-05-21;2024;5;Q2;Receita Bruta;Receita de Assinaturas;Receita;123206,78;F002;Filial Rio de Janeiro;Sudeste;CC004;Logística;P006;Hardware Servidor;Produtos
L003755;2024-05-21;2024;5;Q2;CMV;Custo Matéria-Prima;Despesa;-69774,18;F003;Filial Belo Horizonte;Sudeste;CC003;Operações;P008;Suporte Técnico;Serviços
L004659;2024-05-21;2024;5;Q2;Despesas Comerciais;Fretes sobre Vendas;Despesa;-10857,28;F005;Filial Porto Alegre;Sul;CC001;Comercial;;;
L004970;2024-05-21;2024;5;Q2;Receita Bruta;Receita de Assinaturas;Receita;131097,53;F002;Filial Rio de Janeiro;Sudeste;CC004;Logística;P007;Equipamento Rede;Produtos
L000226;2024-05-22;2024;5;Q2;CMV;Custo Matéria-Prima;Despesa;-75675,21;F008;Filial Brasília;Centro-Oeste;CC004;Logística;P001;Software Premium;SaaS
L000618;2024-05-22;2024;5;Q2;Despesas Administrativas;Materiais de Escritório;Despesa;-1890,43;F002;Filial Rio de Janeiro;Sudeste;CC008;Administrativo;;;
L000695;2024-05-22;2024;5;Q2;Despesas Administrativas;Energia Elétrica;Despesa;-8736,1;F005;Filial Porto Alegre;Sul;CC003;Operações;;;
L000732;2024-05-22;2024;5;Q2;Despesas Administrativas;Aluguel;Despesa;-7845,8;F002;Filial Rio de Janeiro;Sudeste;CC005;Tecnologia;;;
L001349;2024-05-22;2024;5;Q2;Deduções;ISS;Despesa;-11576,81;F003;Filial Belo Horizonte;Sudeste;CC007;RH;P009;Licença Anual;SaaS
L001786;2024-05-22;2024;5;Q2;Despesas Administrativas;Software e SaaS;Despesa;-3670,78;F001;Matriz São Paulo;Sudeste;CC005;Tecnologia;;;
L001860;2024-05-22;2024;5;Q2;Impostos sobre Lucro;IRPJ;Despesa;-15760,5;F006;Filial Salvador;Nordeste;CC006;Financeiro;;;
L002018;2024-05-22;2024;5;Q2;Receita Bruta;Venda de Serviços;Receita;69541,4;F006;Filial Salvador;Nordeste;CC007;RH;P007;Equipamento Rede;Produtos
L003277;2024-05-22;2024;5;Q2;Receita Bruta;Venda de Serviços;Receita;114055,0;F004;Filial Curitiba;Sul;CC005;Tecnologia;P001;Software Premium;SaaS
L003338;2024-05-22;2024;5;Q2;Outras Despesas;Provisões e Contingências;Despesa;-2201,96;F003;Filial Belo Horizonte;Sudeste;CC002;Marketing;;;
L003401;2024-05-22;2024;5;Q2;Despesas Administrativas;Treinamentos;Despesa;-758,89;F007;Filial Recife;Nordeste;CC007;RH;;;
L003748;2024-05-22;2024;5;Q2;CMV;Custo Matéria-Prima;Despesa;-70376,13;F007;Filial Recife;Nordeste;CC003;Operações;P001;Software Premium;SaaS
L004101;2024-05-22;2024;5;Q2;CMV;Frete sobre Compras;Despesa;-3450,01;F006;Filial Salvador;Nordeste;CC004;Logística;P005;Treinamento Corporativo;Serviços
L004704;2024-05-22;2024;5;Q2;Despesas Administrativas;Salários e Encargos;Despesa;-19034,31;F002;Filial Rio de Janeiro;Sudeste;CC007;RH;;;
L004774;2024-05-22;2024;5;Q2;CMV;Custo Mão de Obra Direta;Despesa;-15450,21;F009;Filial Manaus;Norte;CC003;Operações;P004;Consultoria Técnica;Serviços
L004874;2024-05-22;2024;5;Q2;Receita Bruta;Venda de Serviços;Receita;159200,25;F002;Filial Rio de Janeiro;Sudeste;CC002;Marketing;P001;Software Premium;SaaS
L000295;2024-05-23;2024;5;Q2;Deduções;Descontos Comerciais;Despesa;-2005,37;F008;Filial Brasília;Centro-Oeste;CC004;Logística;P002;Software Standard;SaaS
L000511;2024-05-23;2024;5;Q2;CMV;Custo Matéria-Prima;Despesa;-64325,42;F007;Filial Recife;Nordeste;CC003;Operações;P001;Software Premium;SaaS
L001198;2024-05-23;2024;5;Q2;Receita Bruta;Receita de Assinaturas;Receita;118026,12;F003;Filial Belo Horizonte;Sudeste;CC008;Administrativo;P007;Equipamento Rede;Produtos
L001553;2024-05-23;2024;5;Q2;Receita Bruta;Receita de Assinaturas;Receita;51048,2;F004;Filial Curitiba;Sul;CC006;Financeiro;P008;Suporte Técnico;Serviços
L001582;2024-05-23;2024;5;Q2;Despesas Comerciais;Marketing e Publicidade;Despesa;-10932,67;F004;Filial Curitiba;Sul;CC002;Marketing;;;
L001650;2024-05-23;2024;5;Q2;Deduções;ICMS sobre Vendas;Despesa;-24796,58;F004;Filial Curitiba;Sul;CC007;RH;P004;Consultoria Técnica;Serviços
L001825;2024-05-23;2024;5;Q2;CMV;Frete sobre Compras;Despesa;-8580,9;F003;Filial Belo Horizonte;Sudeste;CC003;Operações;P010;Implantação;Serviços
L001855;2024-05-23;2024;5;Q2;CSP;Custo Serviços Prestados;Despesa;-21996,18;F006;Filial Salvador;Nordeste;CC004;Logística;P002;Software Standard;SaaS
L002178;2024-05-23;2024;5;Q2;Despesas Administrativas;Honorários Contábeis;Despesa;-4607,86;F008;Filial Brasília;Centro-Oeste;CC006;Financeiro;;;
L002428;2024-05-23;2024;5;Q2;Impostos sobre Lucro;CSLL;Despesa;-12215,94;F002;Filial Rio de Janeiro;Sudeste;CC006;Financeiro;;;
L002478;2024-05-23;2024;5;Q2;CMV;Custo Mão de Obra Direta;Despesa;-34176,73;F003;Filial Belo Horizonte;Sudeste;CC004;Logística;P001;Software Premium;SaaS
L002764;2024-05-23;2024;5;Q2;Despesas Administrativas;Treinamentos;Despesa;-3350,55;F002;Filial Rio de Janeiro;Sudeste;CC008;Administrativo;;;
L002794;2024-05-23;2024;5;Q2;CMV;Custo Mão de Obra Direta;Despesa;-30450,82;F009;Filial Manaus;Norte;CC004;Logística;P008;Suporte Técnico;Serviços
L003225;2024-05-23;2024;5;Q2;CSP;Custo Serviços Prestados;Despesa;-11568,66;F002;Filial Rio de Janeiro;Sudeste;CC003;Operações;P008;Suporte Técnico;Serviços
L003261;2024-05-23;2024;5;Q2;CMV;Frete sobre Compras;Despesa;-3544,79;F001;Matriz São Paulo;Sudeste;CC004;Logística;P006;Hardware Servidor;Produtos
L003475;2024-05-23;2024;5;Q2;Deduções;PIS/COFINS;Despesa;-21782,18;F003;Filial Belo Horizonte;Sudeste;CC001;Comercial;P003;Consultoria Estratégica;Serviços
L003742;2024-05-23;2024;5;Q2;Despesas Financeiras;Tarifas Bancárias;Despesa;-1436,51;F006;Filial Salvador;Nordeste;CC006;Financeiro;;;
L003952;2024-05-23;2024;5;Q2;CMV;Custo Matéria-Prima;Despesa;-40240,2;F008;Filial Brasília;Centro-Oeste;CC003;Operações;P004;Consultoria Técnica;Serviços
L004018;2024-05-23;2024;5;Q2;Deduções;ISS;Despesa;-12310,04;F007;Filial Recife;Nordeste;CC007;RH;P003;Consultoria Estratégica;Serviços
L004483;2024-05-23;2024;5;Q2;Receita Bruta;Receita de Assinaturas;Receita;90076,44;F001;Matriz São Paulo;Sudeste;CC008;Administrativo;P001;Software Premium;SaaS
L000235;2024-05-24;2024;5;Q2;Despesas Comerciais;Marketing e Publicidade;Despesa;-10239,05;F006;Filial Salvador;Nordeste;CC001;Comercial;;;
L000438;2024-05-24;2024;5;Q2;Impostos sobre Lucro;CSLL;Despesa;-1953,61;F008;Filial Brasília;Centro-Oeste;CC006;Financeiro;;;
L000566;2024-05-24;2024;5;Q2;Despesas Administrativas;Software e SaaS;Despesa;-6875,27;F005;Filial Porto Alegre;Sul;CC005;Tecnologia;;;
L001254;2024-05-24;2024;5;Q2;Deduções;ISS;Despesa;-14601,32;F008;Filial Brasília;Centro-Oeste;CC007;RH;P003;Consultoria Estratégica;Serviços
L002256;2024-05-24;2024;5;Q2;Despesas Financeiras;Juros sobre Empréstimos;Despesa;-3873,82;F006;Filial Salvador;Nordeste;CC006;Financeiro;;;
L002765;2024-05-24;2024;5;Q2;Despesas Financeiras;IOF;Despesa;-754,81;F007;Filial Recife;Nordeste;CC006;Financeiro;;;
L003230;2024-05-24;2024;5;Q2;Receita Bruta;Receita de Assinaturas;Receita;26113,86;F006;Filial Salvador;Nordeste;CC005;Tecnologia;P003;Consultoria Estratégica;Serviços
L003436;2024-05-24;2024;5;Q2;Impostos sobre Lucro;CSLL;Despesa;-9733,64;F004;Filial Curitiba;Sul;CC006;Financeiro;;;
L004946;2024-05-24;2024;5;Q2;Despesas Administrativas;Materiais de Escritório;Despesa;-1865,53;F007;Filial Recife;Nordeste;CC001;Comercial;;;
L000459;2024-05-25;2024;5;Q2;Despesas Administrativas;Telefonia e Internet;Despesa;-2054,31;F002;Filial Rio de Janeiro;Sudeste;CC002;Marketing;;;
L000523;2024-05-25;2024;5;Q2;Receita Bruta;Venda de Serviços;Receita;191347,93;F005;Filial Porto Alegre;Sul;CC006;Financeiro;P002;Software Standard;SaaS
L000980;2024-05-25;2024;5;Q2;Despesas Administrativas;Treinamentos;Despesa;-4144,59;F006;Filial Salvador;Nordeste;CC007;RH;;;
L001530;2024-05-25;2024;5;Q2;Receita Bruta;Venda de Serviços;Receita;53281,47;F006;Filial Salvador;Nordeste;CC009;Diretoria;P008;Suporte Técnico;Serviços
L001740;2024-05-25;2024;5;Q2;Deduções;Devoluções de Vendas;Despesa;-11327,93;F008;Filial Brasília;Centro-Oeste;CC003;Operações;P002;Software Standard;SaaS
L002452;2024-05-25;2024;5;Q2;Despesas Administrativas;Materiais de Escritório;Despesa;-610,95;F003;Filial Belo Horizonte;Sudeste;CC002;Marketing;;;
L002830;2024-05-25;2024;5;Q2;CMV;Custo Matéria-Prima;Despesa;-91457,02;F005;Filial Porto Alegre;Sul;CC003;Operações;P008;Suporte Técnico;Serviços
L002880;2024-05-25;2024;5;Q2;Receitas Financeiras;Rendimentos de Aplicações;Receita;4050,41;F003;Filial Belo Horizonte;Sudeste;CC006;Financeiro;;;
L003063;2024-05-25;2024;5;Q2;Receita Bruta;Venda de Serviços;Receita;185347,43;F002;Filial Rio de Janeiro;Sudeste;CC008;Administrativo;P003;Consultoria Estratégica;Serviços
L003673;2024-05-25;2024;5;Q2;CSP;Custo Serviços Prestados;Despesa;-25771,74;F005;Filial Porto Alegre;Sul;CC003;Operações;P001;Software Premium;SaaS
L003909;2024-05-25;2024;5;Q2;Despesas Administrativas;Salários e Encargos;Despesa;-22336,35;F009;Filial Manaus;Norte;CC008;Administrativo;;;
L003948;2024-05-25;2024;5;Q2;Deduções;ISS;Despesa;-10505,78;F005;Filial Porto Alegre;Sul;CC002;Marketing;P008;Suporte Técnico;Serviços
L004106;2024-05-25;2024;5;Q2;Despesas Comerciais;Marketing e Publicidade;Despesa;-8357,78;F006;Filial Salvador;Nordeste;CC002;Marketing;;;
L004210;2024-05-25;2024;5;Q2;CSP;Custo Serviços Prestados;Despesa;-32858,65;F003;Filial Belo Horizonte;Sudeste;CC004;Logística;P006;Hardware Servidor;Produtos
L004571;2024-05-25;2024;5;Q2;Receita Bruta;Receita de Assinaturas;Receita;62455,7;F008;Filial Brasília;Centro-Oeste;CC005;Tecnologia;P008;Suporte Técnico;Serviços
L004930;2024-05-25;2024;5;Q2;Despesas Administrativas;Telefonia e Internet;Despesa;-1726,61;F003;Filial Belo Horizonte;Sudeste;CC008;Administrativo;;;
L000041;2024-05-26;2024;5;Q2;CMV;Frete sobre Compras;Despesa;-10402,1;F008;Filial Brasília;Centro-Oeste;CC004;Logística;P007;Equipamento Rede;Produtos
L001224;2024-05-26;2024;5;Q2;Deduções;ICMS sobre Vendas;Despesa;-15853,06;F005;Filial Porto Alegre;Sul;CC009;Diretoria;P003;Consultoria Estratégica;Serviços
L001948;2024-05-26;2024;5;Q2;Outras Receitas;Venda de Ativo Imobilizado;Receita;28005,75;F004;Filial Curitiba;Sul;CC001;Comercial;;;
L002173;2024-05-26;2024;5;Q2;Despesas Administrativas;Salários e Encargos;Despesa;-32290,42;F007;Filial Recife;Nordeste;CC007;RH;;;
L002781;2024-05-26;2024;5;Q2;Despesas Administrativas;Aluguel;Despesa;-13196,17;F009;Filial Manaus;Norte;CC004;Logística;;;
L003403;2024-05-26;2024;5;Q2;Receita Bruta;Receita de Assinaturas;Receita;78349,8;F008;Filial Brasília;Centro-Oeste;CC001;Comercial;P006;Hardware Servidor;Produtos
L003671;2024-05-26;2024;5;Q2;CMV;Custo Embalagem;Despesa;-15698,02;F003;Filial Belo Horizonte;Sudeste;CC003;Operações;P005;Treinamento Corporativo;Serviços
L004007;2024-05-26;2024;5;Q2;Receita Bruta;Receita de Assinaturas;Receita;87038,21;F003;Filial Belo Horizonte;Sudeste;CC005;Tecnologia;P003;Consultoria Estratégica;Serviços
L004216;2024-05-26;2024;5;Q2;Receita Bruta;Receita de Assinaturas;Receita;46495,81;F008;Filial Brasília;Centro-Oeste;CC008;Administrativo;P010;Implantação;Serviços
L004702;2024-05-26;2024;5;Q2;Impostos sobre Lucro;CSLL;Despesa;-11462,0;F007;Filial Recife;Nordeste;CC006;Financeiro;;;
L000100;2024-05-27;2024;5;Q2;Deduções;Devoluções de Vendas;Despesa;-21970,39;F002;Filial Rio de Janeiro;Sudeste;CC008;Administrativo;P001;Software Premium;SaaS
L000537;2024-05-27;2024;5;Q2;Receita Bruta;Receita de Assinaturas;Receita;23507,42;F001;Matriz São Paulo;Sudeste;CC004;Logística;P006;Hardware Servidor;Produtos
L000848;2024-05-27;2024;5;Q2;CSP;Custo Serviços Prestados;Despesa;-19526,67;F007;Filial Recife;Nordeste;CC003;Operações;P002;Software Standard;SaaS
L000863;2024-05-27;2024;5;Q2;Despesas Comerciais;Marketing e Publicidade;Despesa;-17974,81;F005;Filial Porto Alegre;Sul;CC002;Marketing;;;
L000973;2024-05-27;2024;5;Q2;Receita Bruta;Venda de Produtos;Receita;237028,79;F001;Matriz São Paulo;Sudeste;CC006;Financeiro;P007;Equipamento Rede;Produtos
L001149;2024-05-27;2024;5;Q2;Despesas Comerciais;Comissões de Vendas;Despesa;-5380,83;F005;Filial Porto Alegre;Sul;CC002;Marketing;;;
L001560;2024-05-27;2024;5;Q2;Receita Bruta;Venda de Produtos;Receita;103456,76;F009;Filial Manaus;Norte;CC008;Administrativo;P003;Consultoria Estratégica;Serviços
L001944;2024-05-27;2024;5;Q2;Deduções;Devoluções de Vendas;Despesa;-21750,39;F002;Filial Rio de Janeiro;Sudeste;CC001;Comercial;P005;Treinamento Corporativo;Serviços
L002012;2024-05-27;2024;5;Q2;Despesas Administrativas;Energia Elétrica;Despesa;-7316,07;F004;Filial Curitiba;Sul;CC005;Tecnologia;;;
L002067;2024-05-27;2024;5;Q2;Despesas Administrativas;Honorários Contábeis;Despesa;-5287,64;F009;Filial Manaus;Norte;CC006;Financeiro;;;
L002217;2024-05-27;2024;5;Q2;Deduções;ISS;Despesa;-10457,84;F006;Filial Salvador;Nordeste;CC001;Comercial;P006;Hardware Servidor;Produtos
L002410;2024-05-27;2024;5;Q2;Despesas Comerciais;Marketing e Publicidade;Despesa;-23278,77;F007;Filial Recife;Nordeste;CC001;Comercial;;;
L003073;2024-05-27;2024;5;Q2;Despesas Administrativas;Viagens e Hospedagem;Despesa;-5781,0;F007;Filial Recife;Nordeste;CC007;RH;;;
L003192;2024-05-27;2024;5;Q2;Receitas Financeiras;Rendimentos de Aplicações;Receita;743,48;F008;Filial Brasília;Centro-Oeste;CC006;Financeiro;;;
L003474;2024-05-27;2024;5;Q2;Despesas Administrativas;Treinamentos;Despesa;-1161,95;F008;Filial Brasília;Centro-Oeste;CC007;RH;;;
L003562;2024-05-27;2024;5;Q2;CMV;Custo Mão de Obra Direta;Despesa;-39654,35;F008;Filial Brasília;Centro-Oeste;CC004;Logística;P004;Consultoria Técnica;Serviços
L003571;2024-05-27;2024;5;Q2;Despesas Comerciais;Marketing e Publicidade;Despesa;-24046,81;F002;Filial Rio de Janeiro;Sudeste;CC002;Marketing;;;
L004275;2024-05-27;2024;5;Q2;CMV;Custo Embalagem;Despesa;-7028,02;F007;Filial Recife;Nordeste;CC003;Operações;P005;Treinamento Corporativo;Serviços
L004818;2024-05-27;2024;5;Q2;CMV;Frete sobre Compras;Despesa;-4060,99;F001;Matriz São Paulo;Sudeste;CC003;Operações;P008;Suporte Técnico;Serviços
L000910;2024-05-28;2024;5;Q2;Despesas Financeiras;Juros sobre Empréstimos;Despesa;-10671,03;F007;Filial Recife;Nordeste;CC006;Financeiro;;;
L001030;2024-05-28;2024;5;Q2;Receita Bruta;Venda de Serviços;Receita;146878,74;F005;Filial Porto Alegre;Sul;CC001;Comercial;P002;Software Standard;SaaS
L001605;2024-05-28;2024;5;Q2;Receita Bruta;Venda de Produtos;Receita;161667,83;F004;Filial Curitiba;Sul;CC003;Operações;P010;Implantação;Serviços
L001673;2024-05-28;2024;5;Q2;CSP;Custo Serviços Prestados;Despesa;-28004,66;F004;Filial Curitiba;Sul;CC004;Logística;P005;Treinamento Corporativo;Serviços
L001955;2024-05-28;2024;5;Q2;CMV;Custo Embalagem;Despesa;-10164,63;F003;Filial Belo Horizonte;Sudeste;CC004;Logística;P008;Suporte Técnico;Serviços
L002030;2024-05-28;2024;5;Q2;Receita Bruta;Receita de Assinaturas;Receita;141987,68;F002;Filial Rio de Janeiro;Sudeste;CC002;Marketing;P002;Software Standard;SaaS
L002241;2024-05-28;2024;5;Q2;CMV;Custo Mão de Obra Direta;Despesa;-18525,08;F004;Filial Curitiba;Sul;CC004;Logística;P009;Licença Anual;SaaS
L002832;2024-05-28;2024;5;Q2;Receita Bruta;Venda de Serviços;Receita;176543,16;F001;Matriz São Paulo;Sudeste;CC003;Operações;P007;Equipamento Rede;Produtos
L003236;2024-05-28;2024;5;Q2;Deduções;PIS/COFINS;Despesa;-21765,09;F008;Filial Brasília;Centro-Oeste;CC003;Operações;P009;Licença Anual;SaaS
L003364;2024-05-28;2024;5;Q2;Despesas Administrativas;Materiais de Escritório;Despesa;-1037,47;F008;Filial Brasília;Centro-Oeste;CC001;Comercial;;;
L003678;2024-05-28;2024;5;Q2;Receita Bruta;Venda de Serviços;Receita;67640,37;F007;Filial Recife;Nordeste;CC004;Logística;P003;Consultoria Estratégica;Serviços
L003778;2024-05-28;2024;5;Q2;Impostos sobre Lucro;CSLL;Despesa;-13309,89;F001;Matriz São Paulo;Sudeste;CC006;Financeiro;;;
L003811;2024-05-28;2024;5;Q2;Despesas Administrativas;Energia Elétrica;Despesa;-8215,37;F004;Filial Curitiba;Sul;CC002;Marketing;;;
L004425;2024-05-28;2024;5;Q2;CMV;Frete sobre Compras;Despesa;-5128,18;F001;Matriz São Paulo;Sudeste;CC004;Logística;P003;Consultoria Estratégica;Serviços
L004565;2024-05-28;2024;5;Q2;Receita Bruta;Venda de Produtos;Receita;247371,16;F009;Filial Manaus;Norte;CC001;Comercial;P003;Consultoria Estratégica;Serviços
L004846;2024-05-28;2024;5;Q2;Receita Bruta;Venda de Serviços;Receita;195095,34;F005;Filial Porto Alegre;Sul;CC003;Operações;P001;Software Premium;SaaS
L004860;2024-05-28;2024;5;Q2;Impostos sobre Lucro;IRPJ;Despesa;-9171,23;F007;Filial Recife;Nordeste;CC006;Financeiro;;;
L004908;2024-05-28;2024;5;Q2;Receita Bruta;Receita de Assinaturas;Receita;139109,81;F009;Filial Manaus;Norte;CC009;Diretoria;P007;Equipamento Rede;Produtos
L000109;2024-06-01;2024;6;Q2;Receita Bruta;Receita de Assinaturas;Receita;61616,28;F007;Filial Recife;Nordeste;CC008;Administrativo;P002;Software Standard;SaaS
L000423;2024-06-01;2024;6;Q2;CMV;Frete sobre Compras;Despesa;-2940,59;F005;Filial Porto Alegre;Sul;CC004;Logística;P008;Suporte Técnico;Serviços
L000451;2024-06-01;2024;6;Q2;CSP;Custo Serviços Prestados;Despesa;-13727,68;F008;Filial Brasília;Centro-Oeste;CC003;Operações;P005;Treinamento Corporativo;Serviços
L000601;2024-06-01;2024;6;Q2;Despesas Administrativas;Materiais de Escritório;Despesa;-1842,72;F006;Filial Salvador;Nordeste;CC005;Tecnologia;;;
L000721;2024-06-01;2024;6;Q2;Despesas Administrativas;Software e SaaS;Despesa;-7469,72;F007;Filial Recife;Nordeste;CC005;Tecnologia;;;
L000853;2024-06-01;2024;6;Q2;Deduções;Devoluções de Vendas;Despesa;-9003,02;F003;Filial Belo Horizonte;Sudeste;CC005;Tecnologia;P010;Implantação;Serviços
L000884;2024-06-01;2024;6;Q2;Impostos sobre Lucro;IRPJ;Despesa;-24836,26;F005;Filial Porto Alegre;Sul;CC006;Financeiro;;;
L001433;2024-06-01;2024;6;Q2;CMV;Custo Matéria-Prima;Despesa;-48509,04;F002;Filial Rio de Janeiro;Sudeste;CC004;Logística;P001;Software Premium;SaaS
L002246;2024-06-01;2024;6;Q2;Deduções;PIS/COFINS;Despesa;-10108,72;F003;Filial Belo Horizonte;Sudeste;CC008;Administrativo;P002;Software Standard;SaaS
L002648;2024-06-01;2024;6;Q2;Deduções;Descontos Comerciais;Despesa;-9145,46;F008;Filial Brasília;Centro-Oeste;CC007;RH;P006;Hardware Servidor;Produtos
L002999;2024-06-01;2024;6;Q2;Despesas Administrativas;Viagens e Hospedagem;Despesa;-4621,1;F009;Filial Manaus;Norte;CC003;Operações;;;
L003240;2024-06-01;2024;6;Q2;Receita Bruta;Receita de Assinaturas;Receita;70616,02;F008;Filial Brasília;Centro-Oeste;CC002;Marketing;P001;Software Premium;SaaS
L004156;2024-06-01;2024;6;Q2;CMV;Custo Embalagem;Despesa;-8336,12;F005;Filial Porto Alegre;Sul;CC003;Operações;P003;Consultoria Estratégica;Serviços
L004260;2024-06-01;2024;6;Q2;Receita Bruta;Venda de Produtos;Receita;170521,74;F003;Filial Belo Horizonte;Sudeste;CC003;Operações;P002;Software Standard;SaaS
L004283;2024-06-01;2024;6;Q2;Receita Bruta;Receita de Assinaturas;Receita;75776,29;F003;Filial Belo Horizonte;Sudeste;CC006;Financeiro;P006;Hardware Servidor;Produtos
L004475;2024-06-01;2024;6;Q2;CMV;Custo Mão de Obra Direta;Despesa;-22154,32;F007;Filial Recife;Nordeste;CC003;Operações;P010;Implantação;Serviços
